,Close,Contract,Year,ContractSymbol_x,ContractSymbol1,ContractSymbol_y,Expiration,SettlementPrice,DaysToExpiry,Close_next
27/09/2022,31.05,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,22,
28/09/2022,29.95,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,21,
29/09/2022,30.96,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,20,
30/09/2022,31.32,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,19,
03/10/2022,29.89,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,16,
04/10/2022,28.85,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,15,
05/10/2022,28.81,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,14,
06/10/2022,30,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,13,
07/10/2022,31.6,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,12,
10/10/2022,32,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,9,
11/10/2022,32.5,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,8,
12/10/2022,32.2,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,7,
13/10/2022,30.85,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,6,
14/10/2022,31.9,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,5,
17/10/2022,31.15,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,2,
18/10/2022,30.63,CFE_VX_V2,2022,VX/V2,VX/V2_2022,VX/V2_2022,19/10/2022,31.77,1,29.94
19/10/2022,30.39,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,28,
20/10/2022,30.05,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,27,
21/10/2022,29.7,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,26,
24/10/2022,29.54,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,23,
25/10/2022,28.4,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,22,
26/10/2022,27.37,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,21,
27/10/2022,27.4,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,20,
28/10/2022,26.15,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,19,
31/10/2022,26.01,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,16,
01/11/2022,25.8,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,15,
02/11/2022,26.3,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,14,
03/11/2022,25.8,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,13,
04/11/2022,25.5,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,12,
07/11/2022,25.25,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,9,
08/11/2022,26.1,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,8,
09/11/2022,26.95,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,7,
10/11/2022,24.76,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,6,
11/11/2022,24.05,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,5,
14/11/2022,24.08,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,2,
15/11/2022,25.05,CFE_VX_X2,2022,VX/X2,VX/X2_2022,VX/X2_2022,16/11/2022,24.93,1,25.75
16/11/2022,25.12,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,35,
17/11/2022,24.78,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,34,
18/11/2022,24.5,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,33,
21/11/2022,23.84,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,30,
22/11/2022,22.95,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,29,
23/11/2022,22.5,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,28,
25/11/2022,22.6,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,26,
28/11/2022,23.45,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,23,
29/11/2022,23.13,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,22,
30/11/2022,21.9,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,21,
01/12/2022,21.73,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,20,
02/12/2022,21.25,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,19,
05/12/2022,21.66,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,16,
06/12/2022,22.47,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,15,
07/12/2022,22.85,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,14,
08/12/2022,22.45,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,13,
09/12/2022,23.25,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,12,
12/12/2022,23.19,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,9,
13/12/2022,21.75,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,8,
14/12/2022,20.6,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,7,
15/12/2022,22.4,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,6,
16/12/2022,22.56,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,5,
19/12/2022,22.3,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,2,
20/12/2022,21.49,CFE_VX_Z2,2022,VX/Z2,VX/Z2_2022,VX/Z2_2022,21/12/2022,20.25,1,23.9
21/12/2022,23,CFE_VX_F3,2022,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,28,
22/12/2022,24.34,CFE_VX_F3,2022,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,27,
23/12/2022,23.6,CFE_VX_F3,2022,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,26,
27/12/2022,23.4,CFE_VX_F3,2022,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,22,
28/12/2022,23.51,CFE_VX_F3,2022,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,21,
29/12/2022,23.15,CFE_VX_F3,2022,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,20,
30/12/2022,23.15,CFE_VX_F3,2022,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,19,
03/01/2023,23.07,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,15,
04/01/2023,22.6,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,14,
05/01/2023,22.71,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,13,
06/01/2023,22.16,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,12,
09/01/2023,22.42,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,9,
10/01/2023,21.15,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,8,
11/01/2023,21.25,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,7,
12/01/2023,19.95,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,6,
13/01/2023,19.35,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,5,
17/01/2023,19.6,CFE_VX_F3,2023,VX/F3,VX/F3_2023,VX/F3_2023,18/01/2023,19.09,1,20.98
18/01/2023,21.61,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,28,
19/01/2023,21.61,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,27,
20/01/2023,21.01,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,26,
23/01/2023,20.78,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,23,
24/01/2023,20,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,22,
25/01/2023,20,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,21,
26/01/2023,19.75,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,20,
27/01/2023,19.5,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,19,
30/01/2023,20.1,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,16,
31/01/2023,19.45,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,15,
01/02/2023,18.75,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,14,
02/02/2023,19.6,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,13,
03/02/2023,19.35,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,12,
06/02/2023,19.95,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,9,
07/02/2023,19.49,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,8,
08/02/2023,20.1,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,7,
09/02/2023,20.67,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,6,
10/02/2023,20.8,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,5,
13/02/2023,19.86,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,2,
14/02/2023,18.95,CFE_VX_G3,2023,VX/G3,VX/G3_2023,VX/G3_2023,15/02/2023,18.69,1,20.55
15/02/2023,20.05,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,35,
16/02/2023,21.2,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,34,
17/02/2023,21.4,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,33,
21/02/2023,23,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,29,
22/02/2023,22.05,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,28,
23/02/2023,21.34,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,27,
24/02/2023,22.25,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,26,
27/02/2023,21.28,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,23,
28/02/2023,20.95,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,22,
01/03/2023,20.96,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,21,
02/03/2023,20.27,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,20,
03/03/2023,19.4,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,19,
06/03/2023,19.2,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,16,
07/03/2023,19.78,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,15,
08/03/2023,19.27,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,14,
09/03/2023,21.86,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,13,
10/03/2023,23.85,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,12,
13/03/2023,25.1,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,9,
14/03/2023,23.58,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,8,
15/03/2023,25.85,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,7,
16/03/2023,23.23,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,6,
17/03/2023,25.8,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,5,
20/03/2023,24.17,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,2,
21/03/2023,21.44,CFE_VX_H3,2023,VX/H3,VX/H3_2023,VX/H3_2023,22/03/2023,20.68,1,22.93
22/03/2023,23.65,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,28,
23/03/2023,23.93,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,27,
24/03/2023,23.35,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,26,
27/03/2023,22.24,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,23,
28/03/2023,21.7,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,22,
29/03/2023,20.89,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,21,
30/03/2023,20.95,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,20,
31/03/2023,20.75,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,19,
03/04/2023,20.31,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,16,
04/04/2023,20.6,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,15,
05/04/2023,20.54,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,14,
06/04/2023,20.05,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,13,
10/04/2023,19.83,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,9,
11/04/2023,19.8,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,8,
12/04/2023,20.03,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,7,
13/04/2023,18.87,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,6,
14/04/2023,18.2,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,5,
17/04/2023,17.5,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,2,
18/04/2023,17.05,CFE_VX_J3,2023,VX/J3,VX/J3_2023,VX/J3_2023,19/04/2023,16.75,1,19.5
19/04/2023,19.48,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,28,
20/04/2023,19.83,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,27,
21/04/2023,19.45,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,26,
24/04/2023,19.3,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,23,
25/04/2023,20.65,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,22,
26/04/2023,20.3,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,21,
27/04/2023,19.3,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,20,
28/04/2023,18.45,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,19,
01/05/2023,18.65,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,16,
02/05/2023,19.34,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,15,
03/05/2023,20.41,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,14,
04/05/2023,21.2,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,13,
05/05/2023,19.4,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,12,
08/05/2023,19.05,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,9,
09/05/2023,19.35,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,8,
10/05/2023,18.9,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,7,
11/05/2023,18.61,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,6,
12/05/2023,18.6,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,5,
15/05/2023,17.75,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,2,
16/05/2023,18.2,CFE_VX_K3,2023,VX/K3,VX/K3_2023,VX/K3_2023,17/05/2023,17.12,1,20.5
17/05/2023,19.86,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,35,
18/05/2023,19.15,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,34,
19/05/2023,19.8,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,33,
22/05/2023,19.65,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,30,
23/05/2023,20.1,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,29,
24/05/2023,20.64,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,28,
25/05/2023,20.48,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,27,
26/05/2023,19.4,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,26,
30/05/2023,18.94,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,22,
31/05/2023,18.91,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,21,
01/06/2023,17.69,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,20,
02/06/2023,17.05,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,19,
05/06/2023,16.53,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,16,
06/06/2023,15.45,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,15,
07/06/2023,15.45,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,14,
08/06/2023,15.03,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,13,
09/06/2023,15.2,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,12,
12/06/2023,15.5,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,9,
13/06/2023,15.27,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,8,
14/06/2023,14.7,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,7,
15/06/2023,15.05,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,6,
16/06/2023,14.34,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,5,
20/06/2023,13.96,CFE_VX_M3,2023,VX/M3,VX/M3_2023,VX/M3_2023,21/06/2023,13.44,1,16.5
21/06/2023,16.2,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,28,
22/06/2023,15.79,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,27,
23/06/2023,16,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,26,
26/06/2023,16.01,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,23,
27/06/2023,15.6,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,22,
28/06/2023,15.11,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,21,
29/06/2023,15.23,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,20,
30/06/2023,15.05,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,19,
03/07/2023,14.94,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,16,
05/07/2023,15.29,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,14,
06/07/2023,16.25,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,13,
07/07/2023,15.86,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,12,
10/07/2023,15.76,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,9,
11/07/2023,15.45,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,8,
12/07/2023,14.31,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,7,
13/07/2023,14.19,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,6,
14/07/2023,13.77,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,5,
17/07/2023,13.65,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,2,
18/07/2023,13.25,CFE_VX_N3,2023,VX/N3,VX/N3_2023,VX/N3_2023,19/07/2023,13.02,1,15.53
19/07/2023,15.86,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,28,
20/07/2023,15.8,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,27,
21/07/2023,15.7,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,26,
24/07/2023,15.4,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,23,
25/07/2023,15.25,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,22,
26/07/2023,14.91,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,21,
27/07/2023,15.61,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,20,
28/07/2023,15.1,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,19,
31/07/2023,14.89,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,16,
01/08/2023,15.19,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,15,
02/08/2023,16.84,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,14,
03/08/2023,16.6,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,13,
04/08/2023,17.35,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,12,
07/08/2023,16.2,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,9,
08/08/2023,16.53,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,8,
09/08/2023,16.31,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,7,
10/08/2023,16.09,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,6,
11/08/2023,15.3,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,5,
14/08/2023,14.83,CFE_VX_Q3,2023,VX/Q3,VX/Q3_2023,VX/Q3_2023,16/08/2023,16.28,2,
